acc1x,acc1y,acc1z,gyro1x,gyro1y,gyro1z,acc2x,acc2y,acc2z,gyro2x,gyro2y,gyro2z,activity
2408,-24264,-6808,-3576,-7145,-1763,21244,-694,10130,2392,-128,799,3
2092,-25638,-13466,-1965,-2391,-3561,21222,-1316,8428,779,2171,1794,3
5438,-21378,-13054,-2355,-353,-1428,21828,-2922,8022,470,1126,1254,3
6118,-21474,-6672,2671,3078,-814,19458,-2072,4626,1606,1541,508,3
2220,-15720,-7802,4846,5818,1626,16426,-2544,2802,2284,2771,-106,3
-5052,-11164,-9486,402,1148,3404,13574,-3254,2452,2866,3341,-424,3
-6064,-10026,-7970,597,896,163,12696,-4728,3020,4011,1995,-621,3
-1204,-9644,-11312,-356,1783,-1247,14340,-4596,4082,5509,-1336,-85,3
1214,-12052,-11298,958,337,-163,15858,-2900,4286,5100,-733,849,3
1694,-16154,-9884,2988,-2324,457,15308,-2226,5050,3135,949,413,3
204,-15278,-9022,2740,400,2109,14990,-2176,5190,2175,156,-395,3
-334,-13728,-8230,2118,2120,2550,15224,-1918,5892,1799,-225,-722,3
-440,-13488,-8120,2083,1617,2471,14850,-1464,6088,269,578,-729,3
-790,-14142,-7602,1299,1851,2575,14076,-862,6100,-976,1153,-1000,3
-892,-14064,-7726,378,2913,2059,13924,-734,5850,-1744,384,-1403,3
-626,-13682,-7716,-23,3793,1389,14194,-1148,5484,-2302,-30,-1648,3
-738,-14024,-7516,-35,4569,1849,14560,-1370,5268,-3192,324,-1859,3
-362,-15146,-7736,190,4624,2714,14982,-1514,4994,-4468,917,-2052,3
-558,-15450,-7748,1036,5233,2666,15520,-2008,4818,-5724,1205,-2405,3
-886,-14824,-7326,2349,5762,2106,15094,-2000,4538,-6727,1803,-2869,3
-1108,-13904,-6892,3886,5164,1602,14380,-1996,4364,-7863,2311,-3255,3
-1770,-13276,-7080,4034,4798,2115,14178,-2124,4312,-8324,2446,-3614,3
-1570,-13346,-7456,4116,4428,2755,14046,-2312,4672,-8091,2555,-3668,3
-796,-13680,-6818,3968,4567,2892,14228,-2340,5392,-8083,2620,-3484,3
-646,-14546,-7450,3336,4939,2581,15560,-2274,6712,-7807,1507,-3937,3
248,-16432,-8940,2695,6148,2859,17156,-884,7940,-7690,343,-4189,3
-656,-18350,-9928,1825,6016,2339,18024,-520,8090,-8659,384,-4113,3
-692,-18304,-9716,811,5823,1608,18060,-1024,8520,-9839,586,-3539,3
-16,-16660,-9794,-3146,6175,782,17100,-1100,7722,-10707,-391,-3199,3
2108,-17060,-9946,-2936,7332,-240,16212,-718,6526,-10462,-1150,-3029,3
2568,-16524,-8404,-3303,8628,-872,15794,-136,4462,-10547,-1518,-2761,3
2396,-15540,-7550,-2050,10044,-894,15080,-390,3014,-10518,-2283,-3100,3
1376,-14774,-6780,-2448,9422,-728,14938,-1096,2026,-9614,-2743,-3695,3
734,-14838,-5482,-2449,9047,-486,15866,-1504,1068,-8485,-2691,-3713,3
538,-15070,-5140,-1044,8414,62,17134,-1630,726,-6966,-1627,-3204,3
226,-14960,-6180,162,7004,972,17312,-1106,794,-5255,-389,-3103,3
114,-14880,-6438,-124,5237,1232,16628,-924,1608,-3585,801,-2809,3
-80,-14544,-6472,-655,3585,723,16178,-938,2180,-2390,1068,-2346,3
136,-14048,-6408,-994,2401,517,15892,-828,2676,-1261,802,-1899,3
1354,-14416,-7040,-988,1206,325,15922,-406,3094,-538,688,-1339,3
2494,-14838,-7436,-1034,677,241,16086,-284,3360,44,738,-720,3
3116,-14828,-8608,-1583,966,423,15882,-80,3680,641,381,-423,3
3164,-14464,-8976,-1943,2112,630,15576,526,3566,1109,-160,-300,3
3074,-14210,-9148,-1606,2823,456,15586,522,3582,1340,-474,-218,3
2814,-14010,-8870,-1151,2986,217,15626,312,3232,1316,-581,-301,3
3206,-13610,-8706,-857,2604,509,15458,404,2802,1074,-934,-577,3
3052,-14224,-8206,-856,2058,742,15712,446,2268,946,-1336,-764,3
2672,-14604,-8266,-767,2119,479,16194,246,2280,981,-1525,-796,3
2370,-14876,-8102,-607,2148,170,16400,372,1896,882,-1390,-624,3
2354,-14740,-7896,12,1720,282,16530,454,1516,698,-1123,-635,3
2770,-14378,-7992,790,866,497,16578,218,1798,654,-867,-664,3
2818,-14202,-8428,980,138,203,16174,206,1508,751,-920,-665,3
2674,-14372,-8446,690,102,-560,16144,-6,2818,1200,-1068,-485,3
2156,-15366,-7950,1131,1459,-949,16348,-172,4740,1103,-2558,-790,3
728,-16926,-8156,621,2207,-1463,17452,310,5108,943,-3335,-1265,3
-336,-19508,-9314,-105,1002,-2150,18844,-208,6790,-103,-2414,-859,3
-1414,-20642,-9444,900,482,-2528,19866,-1726,7832,-590,-2163,-437,3
-2600,-20374,-9042,2010,659,-1591,20408,-2846,8974,610,-2233,104,3
-6224,-20322,-5154,3794,-1113,819,19700,-3408,8866,1277,-448,1200,3
# ---,,,,,,,,,,,,3
-6934,-17522,-3238,1883,-3216,2729,18366,-4084,9414,2080,1175,1485,3
-6630,-17166,-4374,49,-7586,1921,18394,-3472,10588,2643,832,1298,3
-6632,-20324,-6666,-7,-5837,407,18966,-3246,11038,3102,604,1339,3
-5264,-22320,-7602,-615,-2647,-957,17894,-3450,10626,3891,556,1872,3
-3096,-18992,-5632,743,-2665,-1446,14844,-3054,9404,3665,1404,2879,3
-2118,-14670,-4116,703,-4535,-866,12596,-2532,8830,3558,1576,3279,3
-1402,-11752,-3378,-343,-4885,641,10780,-1686,8358,3527,1772,2784,3
-1102,-11108,-4558,-1872,-3732,1329,9202,-1084,8080,2645,1805,2005,3
-1382,-11902,-5220,-2578,-1273,-189,8774,-1366,8250,1516,415,1247,3
-2848,-13328,-4608,-2066,424,-2538,9680,-2010,7976,1434,-1724,738,3
-4248,-14028,-4508,-2347,-955,-4238,11382,-2072,8056,1060,-3074,788,3
-4426,-14962,-4338,-2882,-3630,-4991,13132,-2284,7972,-49,-3062,1222,3
-3318,-15478,-4858,-2212,-4546,-5103,14138,-3264,8628,-554,-3296,1102,3
-3162,-15714,-5512,-2045,-4567,-5285,14710,-3294,7658,-84,-3547,1112,3
-3020,-16386,-5798,-1843,-4947,-5348,14908,-3140,7108,1197,-3348,1285,3
-3332,-16136,-5470,-1816,-5284,-5266,15010,-3346,6872,2402,-3065,1578,3
-3356,-15880,-5732,-2897,-6035,-4947,15138,-3422,6342,3524,-2848,1779,3
-2698,-15440,-6292,-3255,-6011,-4013,14868,-3202,6028,4854,-2523,2192,3
-2158,-14796,-6666,-3704,-5412,-3246,14302,-3206,5850,5572,-2508,2729,3
-1542,-14878,-6840,-3663,-4413,-3065,14280,-2814,5436,6248,-3005,2966,3
-1404,-14914,-6960,-3189,-4263,-3234,14784,-2480,4002,6343,-3511,3032,3
-2190,-15126,-6858,-2266,-5303,-3480,16036,-2716,4224,6700,-3117,3298,3
-2016,-15528,-7060,-1269,-6546,-3548,16688,-3328,3994,6540,-2239,3355,3
-1964,-16634,-7258,-345,-7947,-3769,17284,-2972,3320,6991,-1167,3511,3
-1972,-16914,-6984,-6,-8980,-2984,16556,-2282,3412,7681,267,3786,3
-1092,-15294,-7218,1084,-9327,-3090,15214,-1628,3886,8147,1119,3565,3
630,-13410,-8126,824,-8936,-2832,14386,-972,4860,8729,1180,2977,3
2798,-12642,-8274,2388,-7478,-2414,13902,-10,5386,8669,1014,2563,3
3194,-14058,-8542,3131,-5617,-934,14654,350,6860,8218,-4,1719,3
2174,-17010,-7728,2830,-5124,-763,16042,920,7800,7405,-297,715,3
464,-18678,-6652,2904,-3559,-1104,15930,1094,7758,5809,776,569,3
-324,-17966,-6168,3301,-2411,-1331,15736,1222,8320,3672,1189,744,3
-94,-17014,-6146,2269,-2865,-1649,15500,936,9306,2266,1653,886,3
-936,-16762,-5226,500,-2628,-2254,15452,862,9882,1475,1691,580,3
-866,-16550,-5438,-154,-1013,-3123,14060,990,8486,595,1569,440,3
-16,-15364,-5990,368,-152,-3002,13684,888,7330,14,889,547,3
1488,-14576,-5172,1152,-956,-1931,13366,764,6582,-132,-399,595,3
1334,-13864,-3780,2437,-1221,-1011,13220,490,6298,-949,-894,819,3
196,-13646,-2926,3136,-983,-310,13516,-46,6070,-1195,-634,763,3
-564,-13894,-2644,2898,-1273,278,13452,-424,6236,-938,305,599,3
-640,-14520,-2450,2583,-2102,944,12850,150,6632,-634,863,431,3
-336,-15346,-2186,1964,-3131,1208,13016,232,6954,-581,898,383,3
-1142,-16172,-2506,2531,-3662,698,14158,210,7248,17,550,96,3
-2200,-16204,-3654,2509,-4398,345,14624,-22,7960,689,960,205,3
-1282,-16366,-4806,1328,-6049,-316,15076,-300,9042,1075,1156,654,3
830,-18916,-2954,2196,-6198,-1962,16032,-384,9750,706,1407,926,3
1376,-20284,-2362,2479,-4566,-2618,16556,-202,9930,508,2066,958,3
-1062,-19024,-5672,1504,-4766,-2299,17104,-220,8844,402,2807,1170,3
1124,-21626,-5974,-2783,-4616,-2363,20580,-1474,11588,1071,1196,-93,3
856,-27622,-10762,-615,-3152,-4822,19964,-76,9302,-182,2794,1147,3
4218,-22944,-14496,-1214,3860,-1055,22004,-2506,8674,-647,1882,858,3
4820,-20954,-8864,711,4036,-670,20942,-2642,6708,972,1656,1003,3
654,-15944,-9726,1780,5743,2549,17576,-2856,5028,1933,2304,1201,3
-8186,-12270,-7958,1451,708,3661,13364,-2972,2754,2650,3106,1578,3
-3128,-8202,-10030,349,1431,1156,12024,-3842,2482,2790,2077,1233,3
-282,-7868,-9814,-1137,2766,-258,12222,-4584,3928,3540,-1228,1160,3
2926,-9836,-10712,-1384,1530,459,13640,-3536,4694,3763,-2405,1391,3
1706,-7946,-12262,8888,1087,1041,13860,-2080,5038,2083,-1213,578,3
934,-15642,-9006,2379,3748,1856,13548,-1532,5098,219,-1126,42,3
-1406,-13566,-8964,-117,4826,2041,14786,-1550,5000,-865,-1360,-599,3
-2068,-13788,-8964,-872,4236,2692,15484,-2140,5624,-2608,-409,-607,3
-1574,-14284,-8760,-1220,3947,2532,15340,-2744,5562,-4035,832,-670,3
-572,-14456,-8258,-954,4531,1522,14804,-2770,5308,-4154,629,-1057,3
# ---,,,,,,,,,,,,3
54,-14466,-7800,-328,5245,1426,14866,-2552,5236,-4151,147,-1279,3
466,-14868,-7960,375,5701,2600,15146,-2680,5218,-4525,195,-1933,3
-724,-15366,-8592,-61,6346,3316,15098,-2772,4688,-5509,705,-2541,3
-1706,-15134,-8302,513,6473,2795,15058,-2890,4458,-6535,882,-2960,3
-1662,-14392,-8158,1333,6258,2183,14882,-3206,4562,-7466,974,-3614,3
-916,-14186,-7956,2223,5621,1486,14940,-3274,4770,-8408,1287,-3964,3
-296,-14288,-8734,2629,5420,1133,14618,-3308,5056,-8988,1803,-4060,3
786,-14512,-7894,3335,5861,992,13784,-2992,5300,-9326,2111,-4381,3
1162,-13778,-8238,3313,6033,429,14054,-2532,5926,-9338,990,-5273,3
1120,-13322,-8508,3040,7166,643,14728,-1490,6030,-9215,-428,-5899,3
478,-14810,-8780,2387,6568,1013,16366,-1196,7032,-9500,-1719,-5898,3
-790,-17406,-10382,247,5796,111,17422,-1734,6568,-10116,-2413,-5787,3
-728,-18838,-11568,-3465,7241,-728,18188,-2102,6672,-9955,-2087,-5192,3
970,-17102,-11400,-5182,7330,-917,17732,-1906,5624,-10046,-1539,-4343,3
2658,-15122,-8774,-4225,6972,-449,16104,-1006,3830,-9898,-1373,-3794,3
2780,-13644,-6650,-1653,7861,-348,15176,-564,2098,-8990,-2046,-3853,3
1756,-13400,-6564,-2790,8355,-430,15280,-1142,1664,-7725,-3286,-3984,3
396,-14574,-5708,-1423,7959,-1689,15948,-1010,756,-6337,-3502,-3640,3
102,-14472,-6136,-1249,6931,-1725,16484,-1688,542,-4781,-2899,-3230,3
122,-13820,-7004,-2587,4624,-1061,16348,-2040,612,-3126,-1551,-2647,3
-162,-13456,-6402,-2566,2602,-576,16366,-822,-46,-1705,-517,-1474,3
1212,-13368,-6778,-2221,806,-510,16474,-980,1122,-185,-1165,-964,3
2488,-13690,-7776,-2933,-147,-820,16778,-728,1258,1625,-1294,-526,3
3084,-14660,-8412,-2851,722,-1143,17284,-252,1260,2352,-939,-149,3
3286,-14430,-9068,-1632,1056,-935,17390,-42,1096,2661,-647,-65,3
3684,-14536,-9946,-893,-31,310,17616,154,816,2739,-593,-45,3
3768,-15198,-9890,-322,-495,1579,18132,468,874,2936,-142,15,3
4570,-14798,-9818,129,191,3003,18056,804,1296,2819,838,59,3
4754,-13812,-10338,1034,1540,3949,17332,1250,1482,2373,1734,-87,3
4060,-13290,-9666,2898,2084,3892,16294,1432,1946,1705,2219,-252,3
3218,-12968,-10052,1983,2378,3265,15500,996,2566,801,1886,-425,3
3358,-13064,-9712,229,2167,2418,15360,346,2722,108,1033,-522,3
4524,-13102,-10252,50,1905,1421,14806,-244,2270,-249,474,-503,3
5382,-13160,-10594,-124,2722,650,15212,130,1786,-455,-628,-608,3
5186,-13366,-10326,267,4120,192,16326,202,1932,-585,-2293,-1057,3
2456,-14664,-8806,1143,5232,580,17428,442,2812,-527,-3317,-1612,3
984,-16864,-9064,477,4752,1095,19222,-714,4502,-1276,-3650,-1626,3
-1144,-21754,-10174,1354,3367,595,19682,-3238,6800,-1975,-2508,-946,3
-4794,-24278,-9294,2884,2502,-326,20426,-5368,7660,-890,-1207,-187,3
-6738,-20234,-6152,3478,962,437,20278,-4842,6976,2342,180,722,3
-9042,-17246,-3128,3709,-2548,1334,18746,-3466,8150,3526,1122,887,3
-8760,-18102,-2942,1088,-7779,1105,18172,-4468,9854,2763,1392,291,3
-8668,-18012,-6222,1513,-7626,-435,20176,-4914,11908,3340,530,34,3
-8118,-23756,-9032,535,-5886,-2955,19534,-4598,9986,3700,1340,848,3
-3836,-20132,-6614,4472,-9222,-3600,15196,-4764,9050,3160,3711,2977,3
-1062,-14468,-3952,4247,-10791,-1034,11874,-4022,8700,3890,3842,3461,3
2238,-10946,-3862,1601,-7486,218,9452,-2566,8520,5073,3043,2592,3
2102,-10492,-6158,-664,-2526,667,8204,-1132,8916,6011,1596,1173,3
758,-12036,-6950,-1422,1164,333,8204,-654,9284,4864,-717,-251,3
-1640,-14180,-5144,261,2431,-2136,9520,-568,8984,2813,-2968,-1392,3
-4000,-14470,-3664,1578,1776,-4208,11352,-984,8670,644,-4216,-2034,3
-6210,-14492,-2808,252,-1218,-5394,13520,-1682,8698,-737,-4544,-2317,3
-5986,-16040,-2674,-969,-3836,-5336,15448,-2554,8284,-1887,-3393,-1646,3
-4898,-17024,-4086,-1156,-5745,-5150,15754,-3088,7610,-1520,-2988,-1154,3
-4444,-16972,-3988,-1426,-7082,-5370,15642,-3396,7522,406,-2412,-427,3
-3898,-16086,-4468,-2946,-8732,-5626,15370,-3544,7476,2766,-2306,368,3
-3762,-15498,-4322,-3874,-8954,-5870,14622,-2960,6442,4284,-1958,1181,3
-3482,-15634,-5244,-5258,-8383,-5164,13784,-2192,4858,5295,-2221,2084,3
-1742,-14586,-6186,-5331,-6933,-4639,14280,-1798,4536,6359,-3383,2820,3
-1736,-14080,-6534,-4397,-5497,-4669,15038,-1372,3760,8014,-3814,3331,3
-1468,-13698,-7014,-3676,-5536,-4230,15914,-1000,3540,8548,-2681,3542,3
-14,-14892,-8476,-3728,-8064,-4246,17306,-1026,5008,8510,-3470,3309,3
-376,-16524,-8030,-1740,-9341,-3070,18304,970,3012,8931,-578,4559,3
# ---,,,,,,,,,,,,3
1178,-15098,-5312,-1358,-10886,-890,14852,1462,4008,8173,1922,5038,3
3530,-13454,-5700,-1573,-10388,-668,13720,1810,5510,7530,372,3872,3
4380,-15424,-6876,-1244,-7003,-464,14738,1784,6556,7431,-1310,2734,3
3516,-17708,-7360,294,-2348,-573,16294,1702,7662,6249,-787,2075,3
1460,-18484,-8196,672,-1042,-1320,16880,1452,7640,5117,389,1607,3
-954,-18748,-6954,1603,-3059,-2503,16322,1650,7684,3675,1231,1944,3
232,-17828,-5658,1304,-3988,-2603,15666,1608,7598,1929,1169,2217,3
882,-16270,-5392,731,-3015,-2695,15108,1182,7026,920,689,2174,3
930,-15776,-5734,758,-2309,-2532,14946,1128,6468,719,157,1823,3
1668,-15558,-5860,2253,-2634,-2712,14422,1028,6426,214,262,1642,3
1726,-14888,-4812,3650,-1430,-2014,13948,812,5950,-458,286,1287,3
1436,-14722,-4118,4588,-949,-1063,14294,754,5426,-501,473,926,3
338,-14824,-3804,4225,-1887,-182,14236,280,5890,-239,1291,955,3
-68,-15064,-2650,3792,-2020,708,14136,136,7152,-166,2244,1213,3
310,-14952,-2718,3112,-1533,761,13468,234,6432,-144,2134,1124,3
370,-15066,-2824,2639,-2166,492,13514,222,6904,475,2002,1162,3
64,-14748,-3106,2373,-2789,296,13456,120,7612,792,2009,1416,3
-572,-15006,-4112,1152,-3420,194,13096,462,8132,995,1595,1300,3
-372,-15658,-5414,183,-3597,-418,13404,228,8550,1237,1266,1070,3
1510,-15818,-4768,-1431,-3745,-1092,13818,78,8936,1259,1144,1460,3
1598,-17922,-1268,1272,-3464,-1622,14418,540,9052,1331,519,1545,3
-2,-19010,-1420,2882,-1867,-565,15504,598,8686,1255,-492,1065,3
-2352,-20336,-2322,2677,-3549,-492,17480,300,9030,2094,-341,781,3
60,-20448,-6322,-3094,-5058,-160,20902,-1222,12690,1416,-1486,81,3
3386,-25948,-11384,-2828,-4892,-2726,21894,-188,9832,816,739,563,3
3688,-24802,-14362,-2391,4356,-3214,22684,-1266,8134,-298,1817,591,3
4276,-20998,-9920,-231,6185,-1218,21334,-1850,6030,-202,1830,22,3
1256,-16262,-7932,3664,4184,1331,18540,-2418,3408,-555,2697,-431,3
-9160,-12326,-5666,3418,2639,3572,15584,-3534,1762,-458,4167,-96,3
-3366,-10348,-9440,-529,1440,1580,13960,-4836,2326,1232,2991,-224,3
-1240,-10604,-11040,-423,2589,-754,14756,-4338,2852,2862,899,413,3
2342,-11958,-11734,352,856,840,15112,-3158,3440,3107,1431,834,3
2492,-15224,-10288,2660,-2230,1209,14214,-1926,4164,2069,2049,216,3
1298,-13894,-8764,3199,1087,2964,13900,-1326,4628,1160,1370,-151,3
462,-12434,-8372,2680,3268,3528,13890,-1412,5092,544,694,-257,3
-442,-11856,-8424,1502,2550,3657,13978,-1168,5694,-803,923,-142,3
-950,-12026,-9236,3101,2560,3126,13786,-1162,6444,-2049,1071,-190,3
-1050,-12684,-8958,-1260,3247,2224,13490,-1066,6134,-2860,423,-490,3
-46,-13594,-9176,-1640,4858,1196,13906,-1106,5364,-3849,-872,-910,3
474,-14798,-9176,-2035,6209,1881,15392,-1986,4794,-4709,-1624,-1366,3
-642,-15984,-8730,-2144,6113,2043,16186,-2540,4232,-6078,-1593,-1592,3
-2328,-15972,-8216,-1003,4623,2026,16694,-3148,3424,-7405,-993,-1663,3
-2294,-15444,-8508,404,3314,2172,16746,-3666,3090,-8405,701,-1856,3
-992,-14918,-8558,1534,2651,1849,16168,-3788,3986,-8590,1361,-1829,3
548,-14492,-8882,1929,3769,1337,15384,-3510,4072,-8453,1438,-2224,3
338,-14368,-7728,2454,5172,979,14698,-3114,4264,-7866,1777,-2900,3
-898,-12430,-8608,3791,5593,1727,13806,-2522,5292,-8101,1855,-3525,3
2214,-12330,-8828,2190,6700,1744,12640,-1628,5396,-8587,1308,-4118,3
1918,-11240,-8462,1816,6909,2135,12454,-1436,5856,-7940,368,-4557,3
896,-12570,-7138,1370,6882,1500,13488,-1110,5818,-7708,-895,-4841,3
96,-14880,-8536,-475,7861,587,15500,-1788,5530,-7503,-2606,-4941,3
-966,-18264,-9200,-2619,7304,-627,18790,-2280,5094,-6754,-3688,-4511,3
-1154,-20468,-9284,-2719,6240,-1175,21226,-2370,4688,-6105,-2636,-3634,3
-138,-19840,-8798,-3263,4964,-142,20546,-1282,3732,-5648,-1059,-2723,3
1060,-18056,-8826,-2412,4123,284,19124,-1354,2856,-5121,-385,-2380,3
922,-16056,-7856,-2205,4619,171,17926,-1626,2160,-3412,-23,-2189,3
656,-14436,-7464,-1564,4147,111,16870,-1560,2048,-2151,423,-1772,3
1090,-13360,-6862,33,3418,191,15514,-1488,2108,-1625,832,-1345,3
1824,-12784,-7050,568,3205,219,14642,-1470,2200,-1023,660,-1182,3
2180,-12442,-6890,645,2924,-14,14470,-1264,2332,-34,359,-985,3
1902,-12266,-7562,174,2277,159,14514,-652,2794,576,241,-909,3
2456,-12646,-8808,-407,2854,419,15198,-72,3294,727,-451,-1015,3
2266,-13866,-9400,-1017,2400,961,15918,320,3370,782,-552,-938,3
# ---,,,,,,,,,,,,3
2206,-15224,-9782,-1618,1876,1083,16482,278,3384,345,-349,-949,3
2694,-15498,-10198,-1501,2522,938,16988,172,3394,24,-501,-1027,3
2980,-15128,-10196,-992,2746,1067,17022,314,3030,-119,-267,-789,3
3218,-14558,-9882,42,2747,1279,16678,232,2772,-348,-109,-663,3
2828,-13832,-9138,663,2579,1284,15986,444,2430,-470,-152,-743,3
2902,-13258,-8828,829,2084,1015,15832,472,2196,-762,-483,-969,3
2796,-13424,-8474,78,1566,445,15782,276,1866,-1171,-385,-1136,3
3366,-13594,-8900,162,1526,-110,15314,428,1278,-1281,-432,-1540,3
3716,-13072,-9104,872,2252,-15,14944,406,1340,-1237,-588,-1592,3
3982,-12728,-9270,855,2173,283,15482,140,2038,-1358,-1333,-1465,3
3702,-13464,-8768,617,2252,423,16174,-188,2226,-900,-1864,-1579,3
2618,-15056,-7748,1449,2807,567,16798,-256,3654,-564,-1719,-1424,3
174,-16968,-8250,205,3703,959,17718,-518,5532,-946,-2088,-1270,3
-2016,-19836,-8998,-2025,3178,129,18322,-1048,7300,-1344,-2369,-858,3
-3450,-21456,-9664,-1662,1100,-1647,19384,-1848,8596,-1340,-2831,-339,3
-3950,-20072,-9666,961,337,-2863,20760,-2924,9360,-1163,-2879,-60,3
-6748,-19158,-6616,1957,-240,-706,20334,-3306,8906,69,-1459,517,3
-6820,-18794,-4366,2729,-3587,2371,18334,-4050,8614,1228,586,1341,3
-5220,-16488,-4968,-45,-6887,2387,17542,-4670,9754,1965,815,1434,3
-4404,-17946,-7250,-840,-5882,1044,17602,-4620,10130,2495,252,1492,3
-4014,-19380,-7794,-1176,-2764,-104,16834,-4180,10076,2829,-150,2259,3
-3582,-19100,-7068,-111,-998,-1028,15436,-3840,9636,2767,-449,2952,3
-3980,-17014,-5876,156,-2155,-1197,13722,-3400,8762,2486,-345,3047,3
-3178,-14160,-5220,-905,-2924,-521,12354,-3144,7984,2191,429,2794,3
-1908,-12408,-4704,-1282,-3691,-34,10914,-2784,7584,1991,821,2432,3
-446,-11772,-4764,-1551,-2661,67,9728,-2542,7184,1698,-91,1861,3
-770,-11736,-5384,-1979,-896,-1059,9918,-2562,6922,1422,-1690,1232,3
-3170,-12968,-5182,-1931,-394,-3161,10954,-2834,6890,985,-3594,719,3
-4382,-14432,-5988,-3164,-541,-4793,12672,-3440,6540,546,-4569,322,3
-4600,-15660,-7144,-3239,-2308,-5937,14340,-3718,6896,736,-3978,330,3
-3632,-16256,-6932,-3162,-3741,-6004,14982,-3838,6522,869,-3106,884,3
-2776,-15706,-5942,-2097,-4526,-5871,15182,-3904,5662,1433,-2464,1385,3
-3262,-15370,-5296,-1703,-6063,-5435,15118,-3982,5300,2681,-2365,1330,3
-3316,-15346,-5874,-3161,-6386,-4791,15010,-3732,4730,4090,-2215,1171,3
-3192,-16038,-6730,-1610,-5926,-4357,15120,-3932,4532,5012,-1250,1762,3
-2214,-15664,-7132,-1435,-5435,-3800,14956,-4180,4030,5625,-1090,1766,3
-1984,-15092,-7734,-237,-5321,-4244,15118,-3694,4134,6639,-892,1686,3
-1866,-15362,-7876,837,-7167,-5010,15226,-3286,4230,6900,-137,1922,3
-10,-14272,-9710,2156,-9061,-5988,17174,-3262,6240,7777,-2404,569,3
250,-16174,-9458,4767,-11442,-5158,17228,858,3166,9097,680,2225,3
1270,-14684,-5574,5528,-10948,-3078,13112,664,4314,8070,3121,3306,3
3206,-13006,-4866,1650,-10555,-1514,13866,840,5920,8669,-790,1285,3
2370,-14542,-6076,-422,-7498,-1185,16730,844,6926,8462,-1284,743,3
334,-17812,-6628,2736,-5668,-2130,17612,-270,7588,7313,1556,1235,3
-1690,-19162,-7050,4423,-6178,-2717,17268,38,7316,7514,3021,1424,3
-1616,-20044,-5554,3489,-5792,-2364,15598,1072,8064,5831,2183,1994,3
-620,-17304,-4380,2516,-4287,-2460,15110,1226,8150,3656,1735,2144,3
-336,-14920,-3986,841,-1983,-2517,13696,1180,8072,3546,1200,1872,3
-338,-14856,-4688,498,-2738,-2710,13122,1462,8128,3298,445,1638,3
740,-14820,-5166,1005,-3805,-2329,13386,1164,7858,2509,527,1579,3
1416,-14466,-4442,2902,-3661,-2273,13392,714,7330,1978,918,1749,3
390,-14504,-3502,3617,-3336,-1413,12772,500,6672,2384,740,1696,3
-476,-14604,-2866,3438,-3723,-606,12784,526,7054,2105,772,1903,3
-350,-14850,-2252,3615,-3542,97,13414,346,7512,1831,517,2049,3
-30,-14948,-2024,3238,-3818,270,14010,314,7838,1706,983,1910,3
-708,-15608,-2142,2762,-4737,-286,13568,392,8514,1636,1265,1943,3
-690,-16040,-2330,2416,-5111,-705,13118,646,8896,1628,1118,2089,3
-390,-16106,-2706,2100,-5122,-949,13156,680,9384,1719,313,1961,3
-706,-16888,-3138,1867,-4734,-1295,14088,180,10046,1754,566,1965,3
-200,-17274,-2878,1308,-5268,-1663,13990,258,10284,1443,1113,2154,3
546,-18570,-1762,1347,-6266,-2588,14532,-160,10228,1549,505,1831,3
2228,-21294,-1058,2063,-5317,-2769,16646,-54,10412,2260,121,1168,3
1494,-20018,-5686,-4252,-1735,-1501,20774,-728,12622,1458,-435,116,3
# ---,,,,,,,,,,,,3
1840,-14792,-4528,2218,3949,-477,15196,2736,5394,1125,-536,-2389,4
1774,-15710,-4802,1331,3662,-661,15188,3022,5758,1163,-433,-2346,4
1944,-16256,-5098,743,3152,-979,15360,3526,5606,1155,-513,-2299,4
1960,-16152,-4802,281,2630,-968,15706,3686,5504,1025,-474,-2019,4
2508,-15616,-4750,278,1786,-1126,15778,3978,5862,918,-511,-1507,4
2868,-14934,-4818,246,1151,-1094,15172,3724,5548,603,-548,-930,4
2992,-14680,-4606,-62,660,-791,14834,3658,5130,463,-646,-426,4
3030,-15168,-4426,-61,375,-821,14790,3488,4958,404,-1073,147,4
3462,-15448,-4570,-143,-233,-1130,14732,3630,4700,455,-1189,670,4
3340,-14874,-4294,93,-54,-1336,14752,4132,4248,272,-851,1051,4
3308,-14198,-4122,-173,-228,-1407,14652,4014,3808,294,-537,1216,4
3958,-13556,-3706,24,-755,-1065,14232,4226,3954,289,147,1553,4
5228,-13438,-3376,746,-851,-487,14062,4174,4310,462,7,2007,4
6754,-14494,-2758,933,-212,658,14800,4496,4364,984,204,2692,4
4556,-14092,-3794,2649,-89,993,15716,5166,4150,1401,304,3298,4
4736,-15154,-4052,570,-4,1182,15582,6350,4298,-260,-642,2969,4
4974,-16156,-3602,581,-2168,651,16536,6234,3974,-1181,-502,2877,4
6116,-17726,-2550,1775,-3396,829,17126,6220,4362,-1038,439,2777,4
8392,-18598,-3526,1063,-3847,847,17774,5948,5076,-1137,1206,2575,4
5740,-18172,-4236,-517,-4351,976,18562,5880,4912,-1329,1249,1929,4
5662,-19370,-6582,-2062,-2029,720,20132,4318,7364,-1510,-234,905,4
4414,-22702,-11546,-5386,-310,15,22276,1314,9526,-1490,-2863,-801,4
3082,-25730,-16056,-6845,581,-513,24870,-3118,8208,-2109,-2735,-964,4
594,-22602,-16710,-3938,-654,1005,23832,-5258,6162,-1781,124,675,4
